,months_as_customer,age,policy_number,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,month_sin,month_cos
255,461.0,57.0,737593.0,IL,100/300,500.0,865.33,7000000.0,615220,FEMALE,High School,farming-fishing,golf,own-child,0.0,0.0,2015-01-14,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Hillsdale,5236 Weaver Drive,7.0,3.0,0,0.0,1.0,0,59040.0,9840.0,9840.0,39360.0,Dodge,RAM,1995.0,0,-2.4492935982947064e-16,1.0
256,208.0,36.0,812025.0,IL,250/500,500.0,1153.49,0.0,432711,MALE,Associate,craft-repair,base-jumping,other-relative,0.0,0.0,2015-02-22,Multi-vehicle Collision,Side Collision,Total Loss,Other,SC,Arlington,5862 Apache Ridge,16.0,3.0,1,1.0,0.0,1,50500.0,10100.0,5050.0,35350.0,Accura,TL,2004.0,0,1.2246467991473532e-16,-1.0
257,279.0,43.0,168151.0,OH,500/1000,2000.0,1281.25,0.0,463583,MALE,Associate,machine-op-inspct,cross-fit,other-relative,0.0,0.0,2015-01-17,Single Vehicle Collision,Side Collision,Major Damage,Police,SC,Columbus,7859 4th Ridge,13.0,1.0,1,0.0,1.0,0,57690.0,6410.0,12820.0,38460.0,Mercedes,C300,2010.0,1,0.8660254037844387,-0.4999999999999998
258,244.0,40.0,594739.0,IL,100/300,500.0,1342.8,0.0,439502,FEMALE,MD,sales,base-jumping,husband,0.0,0.0,2015-02-02,Vehicle Theft,Rear Collision,Trivial Damage,Police,NY,Springfield,6259 Weaver St,2.0,1.0,1,1.0,3.0,1,5940.0,660.0,660.0,4620.0,Toyota,Camry,2014.0,0,1.2246467991473532e-16,-1.0
259,134.0,30.0,843227.0,OH,250/500,2000.0,1443.32,0.0,613287,FEMALE,PhD,exec-managerial,dancing,unmarried,0.0,0.0,2015-01-07,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Northbend,9980 Lincoln Ave,19.0,3.0,0,0.0,2.0,1,47790.0,5310.0,5310.0,37170.0,Suburu,Impreza,1995.0,1,-1.0,-1.8369701987210297e-16
260,122.0,29.0,283925.0,OH,250/500,1000.0,1629.94,0.0,620104,FEMALE,Masters,priv-house-serv,skydiving,other-relative,0.0,-47100.0,2015-02-02,Parked Car,Rear Collision,Trivial Damage,Police,SC,Riverwood,7828 Cherokee Ave,17.0,1.0,0,0.0,1.0,0,3850.0,350.0,350.0,3150.0,Dodge,Neon,2014.0,0,-0.5000000000000004,0.8660254037844384
261,156.0,31.0,475588.0,IL,100/300,2000.0,1134.08,0.0,446895,MALE,PhD,other-service,reading,husband,0.0,0.0,2015-02-07,Single Vehicle Collision,Front Collision,Major Damage,Police,NC,Arlington,5812 Oak St,3.0,1.0,0,2.0,0.0,0,59000.0,5900.0,5900.0,47200.0,Ford,Fusion,2013.0,1,-1.0,-1.8369701987210297e-16
262,232.0,43.0,751905.0,OH,250/500,500.0,1483.91,8000000.0,431531,MALE,College,machine-op-inspct,golf,husband,0.0,-33600.0,2015-01-18,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,NY,Arlington,2318 Washington Hwy,17.0,3.0,0,0.0,1.0,0,70600.0,7060.0,14120.0,49420.0,Volkswagen,Passat,2013.0,1,0.49999999999999994,-0.8660254037844387
263,244.0,40.0,226725.0,IN,500/1000,2000.0,1304.67,7000000.0,605408,MALE,Masters,armed-forces,base-jumping,other-relative,0.0,-45000.0,2015-01-10,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Hillsdale,8809 Flute St,5.0,3.0,0,1.0,1.0,0,61490.0,5590.0,11180.0,44720.0,Dodge,RAM,2001.0,0,-0.8660254037844385,-0.5000000000000004
264,84.0,30.0,942504.0,IL,500/1000,2000.0,1035.79,0.0,457551,FEMALE,MD,protective-serv,kayaking,wife,44400.0,-51500.0,2015-01-30,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Northbend,3184 Oak Ave,9.0,1.0,0,1.0,0.0,1,57640.0,5240.0,10480.0,41920.0,Volkswagen,Passat,2010.0,0,1.2246467991473532e-16,-1.0
265,394.0,57.0,395572.0,IL,250/500,500.0,1401.2,0.0,619892,FEMALE,High School,craft-repair,movies,own-child,51500.0,0.0,2015-01-25,Vehicle Theft,Rear Collision,Trivial Damage,Police,NC,Hillsdale,6493 Lincoln Lane,9.0,1.0,0,1.0,0.0,0,6890.0,1060.0,1060.0,4770.0,Audi,A5,1999.0,0,1.0,6.123233995736766e-17
266,246.0,45.0,889883.0,IL,250/500,1000.0,1665.45,0.0,445853,MALE,JD,machine-op-inspct,hiking,wife,34400.0,-33100.0,2015-01-29,Multi-vehicle Collision,Side Collision,Major Damage,Fire,PA,Columbus,7162 Maple Ave,9.0,3.0,0,2.0,2.0,0,53280.0,11840.0,5920.0,35520.0,Toyota,Camry,2006.0,1,0.8660254037844386,0.5000000000000001
267,35.0,29.0,818167.0,IN,500/1000,2000.0,653.66,0.0,475483,FEMALE,JD,handlers-cleaners,video-games,unmarried,52100.0,-46900.0,2015-02-24,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Springfield,5455 Tree Ridge,22.0,3.0,0,0.0,0.0,0,78300.0,15660.0,7830.0,54810.0,BMW,X5,2009.0,0,-0.8660254037844385,-0.5000000000000004
268,156.0,37.0,277767.0,OH,100/300,500.0,1080.13,0.0,606290,MALE,Associate,protective-serv,reading,other-relative,0.0,-61000.0,2015-01-04,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,PA,Springfield,5778 Pine Ridge,15.0,3.0,1,0.0,3.0,0,41490.0,4610.0,4610.0,32270.0,Nissan,Pathfinder,2001.0,0,1.2246467991473532e-16,-1.0
269,195.0,36.0,842618.0,IN,100/300,2000.0,1346.18,0.0,611852,FEMALE,Associate,machine-op-inspct,camping,wife,57800.0,-53300.0,2015-02-25,Multi-vehicle Collision,Front Collision,Total Loss,Fire,SC,Hillsdale,3797 Solo Lane,14.0,3.0,1,2.0,3.0,1,68970.0,12540.0,6270.0,50160.0,Chevrolet,Tahoe,2007.0,0,-0.5000000000000004,0.8660254037844384
270,369.0,55.0,577810.0,OH,250/500,2000.0,1589.54,0.0,444734,MALE,College,handlers-cleaners,camping,husband,55400.0,0.0,2015-01-27,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,VA,Arlington,9373 Pine Hwy,6.0,3.0,0,2.0,0.0,1,85300.0,17060.0,8530.0,59710.0,Toyota,Highlander,2003.0,0,0.8660254037844387,-0.4999999999999998
271,271.0,40.0,873114.0,IL,100/300,1000.0,1251.65,0.0,433683,FEMALE,Associate,other-service,camping,wife,71200.0,0.0,2015-02-19,Parked Car,Rear Collision,Minor Damage,Police,NY,Hillsdale,1365 Francis Ave,6.0,1.0,0,0.0,0.0,0,3080.0,560.0,280.0,2240.0,Audi,A3,2012.0,0,-2.4492935982947064e-16,1.0
272,332.0,47.0,994538.0,IL,100/300,2000.0,1083.01,0.0,448882,MALE,MD,craft-repair,paintball,other-relative,91900.0,0.0,2015-01-31,Multi-vehicle Collision,Front Collision,Major Damage,Police,WV,Arlington,9239 Washington Ridge,22.0,4.0,1,2.0,0.0,0,71760.0,11040.0,11040.0,49680.0,Jeep,Grand Cherokee,2010.0,1,-0.5000000000000004,0.8660254037844384
273,107.0,26.0,727792.0,OH,100/300,500.0,974.59,0.0,466838,FEMALE,JD,armed-forces,skydiving,wife,62800.0,0.0,2015-01-18,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Arlington,3416 Washington Drive,14.0,3.0,0,1.0,0.0,0,59700.0,11940.0,11940.0,35820.0,Nissan,Ultima,2002.0,0,0.49999999999999994,-0.8660254037844387
274,217.0,39.0,522506.0,IL,500/1000,2000.0,1399.85,0.0,605490,FEMALE,Masters,other-service,skydiving,other-relative,49900.0,-19800.0,2015-01-10,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,Columbus,1923 2nd Hwy,16.0,3.0,0,0.0,2.0,0,64920.0,10820.0,10820.0,43280.0,Ford,Fusion,1997.0,0,1.0,6.123233995736766e-17
275,243.0,43.0,367595.0,IN,500/1000,500.0,1307.74,0.0,466137,FEMALE,Associate,machine-op-inspct,board-games,own-child,0.0,-75700.0,2015-01-28,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Riverwood,6451 1st Hwy,10.0,3.0,0,0.0,1.0,0,37530.0,4170.0,4170.0,29190.0,Jeep,Wrangler,2008.0,0,0.8660254037844386,0.5000000000000001
276,296.0,42.0,586104.0,IN,250/500,2000.0,1219.27,0.0,466970,MALE,Associate,tech-support,paintball,husband,53100.0,-63400.0,2015-02-16,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,WV,Columbus,1267 Francis Hwy,9.0,3.0,1,1.0,2.0,0,64080.0,7120.0,7120.0,49840.0,Saab,93,2012.0,0,1.0,6.123233995736766e-17
277,264.0,41.0,424862.0,OH,100/300,500.0,1411.3,0.0,474801,MALE,PhD,prof-specialty,cross-fit,unmarried,55600.0,0.0,2015-02-08,Single Vehicle Collision,Rear Collision,Minor Damage,Other,PA,Northbrook,4158 Washington Lane,4.0,1.0,0,1.0,0.0,0,60390.0,10980.0,5490.0,43920.0,BMW,M5,2004.0,1,-0.8660254037844386,0.5000000000000001
278,108.0,33.0,512813.0,IL,100/300,2000.0,694.45,0.0,450703,FEMALE,JD,armed-forces,exercise,not-in-family,0.0,0.0,2015-01-20,Multi-vehicle Collision,Side Collision,Major Damage,Police,WV,Northbend,3796 Cherokee Drive,6.0,3.0,0,0.0,1.0,1,64350.0,5850.0,11700.0,46800.0,Nissan,Pathfinder,2011.0,1,0.49999999999999994,0.8660254037844387
279,32.0,38.0,356768.0,IL,100/300,500.0,1006.77,6000000.0,478172,FEMALE,College,other-service,sleeping,own-child,0.0,0.0,2015-02-06,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Northbend,7434 Oak Hwy,15.0,3.0,1,2.0,1.0,1,70900.0,14180.0,7090.0,49630.0,BMW,X6,1997.0,0,1.0,6.123233995736766e-17
280,259.0,39.0,330506.0,OH,250/500,1000.0,1422.36,0.0,604668,FEMALE,JD,craft-repair,movies,unmarried,0.0,-83900.0,2015-01-24,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,PA,Columbus,5178 Weaver Hwy,12.0,3.0,0,1.0,3.0,0,46560.0,7760.0,7760.0,31040.0,Nissan,Ultima,2012.0,0,-1.0,-1.8369701987210297e-16
281,186.0,33.0,779075.0,IN,100/300,1000.0,1348.32,0.0,469429,FEMALE,Associate,craft-repair,cross-fit,wife,37600.0,-37600.0,2015-01-14,Vehicle Theft,Rear Collision,Trivial Damage,Police,NY,Arlington,8477 Francis Hwy,3.0,1.0,0,2.0,1.0,0,4730.0,860.0,860.0,3010.0,Chevrolet,Malibu,2013.0,1,0.8660254037844386,0.5000000000000001
282,201.0,40.0,799501.0,OH,250/500,2000.0,1315.56,0.0,471806,FEMALE,PhD,transport-moving,video-games,not-in-family,0.0,0.0,2015-02-18,Vehicle Theft,Rear Collision,Minor Damage,Police,SC,Northbrook,7693 Britain Lane,14.0,1.0,1,0.0,0.0,1,6820.0,1240.0,1240.0,4340.0,Jeep,Grand Cherokee,2003.0,0,-2.4492935982947064e-16,1.0
283,436.0,58.0,987905.0,OH,250/500,2000.0,1407.01,5000000.0,475705,MALE,PhD,tech-support,sleeping,other-relative,47400.0,-27600.0,2015-01-10,Single Vehicle Collision,Rear Collision,Major Damage,Police,WV,Riverwood,3658 Rock Drive,10.0,1.0,0,0.0,2.0,0,59900.0,11980.0,5990.0,41930.0,BMW,X5,1997.0,1,0.8660254037844387,-0.4999999999999998
284,189.0,36.0,967756.0,OH,250/500,2000.0,1388.58,0.0,459122,FEMALE,MD,priv-house-serv,basketball,own-child,0.0,-49400.0,2015-02-13,Multi-vehicle Collision,Side Collision,Major Damage,Police,WV,Riverwood,2617 Andromedia Drive,17.0,3.0,0,1.0,3.0,1,79560.0,13260.0,13260.0,53040.0,Ford,Escape,2009.0,0,0.8660254037844387,-0.4999999999999998
285,105.0,33.0,830414.0,IL,500/1000,500.0,1310.76,0.0,476737,FEMALE,High School,adm-clerical,kayaking,not-in-family,0.0,-40900.0,2015-02-17,Single Vehicle Collision,Front Collision,Total Loss,Other,VA,Northbrook,9279 Oak Hwy,8.0,1.0,1,0.0,1.0,0,70290.0,12780.0,6390.0,51120.0,Accura,MDX,2008.0,0,-0.4999999999999997,-0.8660254037844388
286,163.0,31.0,127313.0,IN,100/300,1000.0,1004.63,6000000.0,460359,MALE,JD,priv-house-serv,hiking,not-in-family,26900.0,0.0,2015-01-07,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Hillsdale,3439 Andromedia Hwy,14.0,3.0,1,2.0,0.0,0,63910.0,5810.0,11620.0,46480.0,Suburu,Forrestor,1999.0,0,0.8660254037844387,-0.4999999999999998
287,219.0,40.0,786957.0,OH,100/300,500.0,1134.91,0.0,452735,FEMALE,Associate,transport-moving,golf,not-in-family,68700.0,0.0,2015-01-29,Vehicle Theft,Rear Collision,Trivial Damage,Police,SC,Riverwood,5901 Elm Drive,6.0,1.0,0,1.0,0.0,0,6400.0,640.0,640.0,5120.0,Toyota,Camry,1997.0,0,-0.8660254037844386,0.5000000000000001
288,88.0,25.0,332892.0,IN,250/500,1000.0,1194.0,0.0,613583,FEMALE,JD,handlers-cleaners,movies,husband,0.0,0.0,2015-02-13,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Northbrook,3982 Washington Hwy,6.0,1.0,1,1.0,2.0,1,66780.0,7420.0,7420.0,51940.0,Ford,Escape,2013.0,1,-0.8660254037844386,0.5000000000000001
289,40.0,39.0,448642.0,IN,500/1000,1000.0,1248.25,4000000.0,605692,FEMALE,College,sales,hiking,own-child,0.0,-33300.0,2015-02-01,Parked Car,Rear Collision,Minor Damage,Police,VA,Northbrook,3376 5th Drive,8.0,1.0,0,0.0,2.0,0,8760.0,1460.0,1460.0,5840.0,BMW,3 Series,2013.0,0,1.0,6.123233995736766e-17
290,284.0,42.0,526039.0,OH,100/300,500.0,1338.54,-1000000.0,438178,MALE,Associate,machine-op-inspct,kayaking,wife,0.0,0.0,2015-01-29,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,NC,Arlington,3936 Tree Drive,13.0,1.0,1,0.0,1.0,0,94160.0,8560.0,17120.0,68480.0,Chevrolet,Malibu,1996.0,0,0.49999999999999994,-0.8660254037844387
291,59.0,40.0,444422.0,IL,250/500,2000.0,782.23,0.0,449221,MALE,College,protective-serv,golf,other-relative,64200.0,-32300.0,2015-02-06,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,OH,Springfield,6605 Tree Ave,0.0,3.0,0,0.0,2.0,0,51570.0,5730.0,11460.0,34380.0,BMW,X5,2010.0,0,-1.0,-1.8369701987210297e-16
292,39.0,31.0,689500.0,IL,250/500,2000.0,1366.9,0.0,459322,FEMALE,High School,handlers-cleaners,polo,husband,0.0,-15700.0,2015-01-28,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NC,Northbend,3102 Apache St,14.0,3.0,0,1.0,0.0,0,52700.0,10540.0,10540.0,31620.0,BMW,X6,2014.0,1,0.49999999999999994,0.8660254037844387
293,147.0,34.0,806081.0,IL,500/1000,1000.0,1275.81,0.0,472657,MALE,High School,sales,dancing,wife,0.0,-48300.0,2015-01-21,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NY,Columbus,7756 Pine Hwy,13.0,1.0,1,2.0,2.0,0,101010.0,15540.0,15540.0,69930.0,Mercedes,ML350,1998.0,0,0.8660254037844386,0.5000000000000001
294,156.0,37.0,384618.0,IN,250/500,500.0,1090.65,0.0,608331,MALE,High School,exec-managerial,golf,unmarried,0.0,-51800.0,2015-01-16,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NC,Columbus,7142 5th Lane,16.0,4.0,0,1.0,2.0,1,53400.0,5340.0,5340.0,42720.0,Honda,Civic,2010.0,1,0.8660254037844386,0.5000000000000001
295,123.0,31.0,756459.0,IN,250/500,500.0,1326.0,0.0,438546,FEMALE,Associate,prof-specialty,basketball,wife,0.0,-54600.0,2015-02-17,Single Vehicle Collision,Side Collision,Total Loss,Fire,SC,Northbrook,2914 Oak Drive,13.0,1.0,0,1.0,2.0,0,72120.0,12020.0,12020.0,48080.0,Mercedes,ML350,2009.0,0,-0.8660254037844385,-0.5000000000000004
296,231.0,43.0,655787.0,IL,250/500,2000.0,972.47,0.0,441981,MALE,College,protective-serv,reading,wife,0.0,-58100.0,2015-02-01,Multi-vehicle Collision,Front Collision,Minor Damage,Police,PA,Hillsdale,6522 Apache Drive,15.0,3.0,1,2.0,2.0,1,77100.0,7710.0,15420.0,53970.0,Audi,A3,2010.0,0,1.2246467991473532e-16,-1.0
297,247.0,39.0,419954.0,IL,100/300,500.0,806.31,0.0,602177,FEMALE,College,handlers-cleaners,dancing,wife,0.0,0.0,2015-02-25,Parked Car,Rear Collision,Trivial Damage,Police,SC,Northbend,5279 Pine Ridge,3.0,1.0,0,2.0,3.0,0,3300.0,600.0,0.0,2700.0,Dodge,RAM,2003.0,0,-2.4492935982947064e-16,1.0
298,194.0,35.0,275092.0,IL,500/1000,500.0,1416.24,0.0,441659,FEMALE,MD,adm-clerical,golf,not-in-family,0.0,0.0,2015-02-26,Parked Car,Rear Collision,Minor Damage,Police,WV,Northbend,8078 Britain Hwy,7.0,1.0,1,1.0,0.0,0,5940.0,1080.0,540.0,4320.0,Nissan,Pathfinder,2003.0,0,1.0,6.123233995736766e-17
299,119.0,27.0,515698.0,IN,250/500,2000.0,1097.64,0.0,614812,MALE,High School,transport-moving,video-games,other-relative,27100.0,0.0,2015-02-06,Multi-vehicle Collision,Rear Collision,Major Damage,Other,PA,Northbend,1133 Apache St,16.0,2.0,0,1.0,0.0,0,63720.0,7080.0,21240.0,35400.0,Accura,TL,2006.0,0,-0.8660254037844385,-0.5000000000000004
300,259.0,43.0,132871.0,IL,100/300,500.0,947.75,0.0,458470,FEMALE,Masters,farming-fishing,base-jumping,not-in-family,0.0,-39300.0,2015-02-03,Vehicle Theft,Rear Collision,Trivial Damage,Police,SC,Riverwood,2873 Flute Ave,15.0,1.0,0,1.0,3.0,0,7680.0,1280.0,640.0,5760.0,Audi,A5,2008.0,0,-0.4999999999999997,-0.8660254037844388
301,107.0,31.0,714929.0,IL,100/300,2000.0,1018.73,5000000.0,469646,MALE,Associate,handlers-cleaners,yachting,own-child,20000.0,-82700.0,2015-01-27,Multi-vehicle Collision,Side Collision,Total Loss,Police,NY,Riverwood,8509 Apache St,21.0,3.0,1,1.0,2.0,0,93730.0,14420.0,21630.0,57680.0,Honda,CRV,2001.0,0,-0.5000000000000004,0.8660254037844384
302,48.0,44.0,297816.0,IL,100/300,2000.0,1400.74,0.0,611118,MALE,College,sales,base-jumping,other-relative,34000.0,-55600.0,2015-01-21,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NC,Arlington,8245 4th Hwy,23.0,3.0,1,0.0,2.0,0,87300.0,17460.0,17460.0,52380.0,Jeep,Wrangler,2013.0,0,0.8660254037844386,0.5000000000000001
303,267.0,40.0,426708.0,IL,250/500,500.0,1155.53,5000000.0,465158,MALE,JD,transport-moving,camping,wife,0.0,-35200.0,2015-01-24,Parked Car,Rear Collision,Trivial Damage,Police,NY,Columbus,3094 Best Lane,5.0,1.0,0,0.0,2.0,0,5670.0,1260.0,630.0,3780.0,Ford,F150,1997.0,0,-0.8660254037844386,0.5000000000000001
304,286.0,47.0,615047.0,IN,250/500,500.0,1386.93,0.0,457130,MALE,High School,priv-house-serv,bungie-jumping,husband,54100.0,-77600.0,2015-01-17,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Springfield,8188 Tree Ave,15.0,3.0,1,0.0,0.0,0,65800.0,13160.0,6580.0,46060.0,Accura,TL,2001.0,0,-0.5000000000000004,0.8660254037844384
305,175.0,34.0,771236.0,OH,100/300,500.0,915.29,0.0,607893,FEMALE,JD,handlers-cleaners,base-jumping,wife,82400.0,-57100.0,2015-02-23,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,Arlington,5224 5th Lane,14.0,1.0,0,2.0,1.0,1,36720.0,4080.0,4080.0,28560.0,Honda,Accord,2009.0,1,0.49999999999999994,-0.8660254037844387
306,111.0,29.0,235869.0,IL,250/500,500.0,1239.55,2000000.0,464736,FEMALE,PhD,farming-fishing,kayaking,own-child,0.0,0.0,2015-01-09,Single Vehicle Collision,Side Collision,Major Damage,Fire,SC,Riverwood,2230 1st St,1.0,1.0,0,1.0,1.0,1,52800.0,4800.0,9600.0,38400.0,Mercedes,ML350,1996.0,1,0.49999999999999994,0.8660254037844387
307,151.0,37.0,931625.0,IN,250/500,500.0,1366.42,0.0,476198,FEMALE,Associate,protective-serv,cross-fit,unmarried,44000.0,0.0,2015-02-15,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Arlington,6719 Flute St,14.0,3.0,0,1.0,2.0,1,59100.0,5910.0,5910.0,47280.0,Nissan,Maxima,1998.0,1,-0.8660254037844386,0.5000000000000001
308,156.0,37.0,371635.0,OH,500/1000,1000.0,1086.48,6000000.0,444903,MALE,Associate,machine-op-inspct,hiking,unmarried,0.0,-53800.0,2015-01-16,Multi-vehicle Collision,Rear Collision,Total Loss,Other,NY,Northbrook,8064 4th Ave,17.0,3.0,0,1.0,1.0,1,77440.0,14080.0,7040.0,56320.0,Suburu,Legacy,1999.0,0,-0.8660254037844386,0.5000000000000001
309,165.0,36.0,427199.0,IL,250/500,2000.0,1247.87,0.0,464336,MALE,Masters,armed-forces,golf,husband,0.0,-39700.0,2015-01-14,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Northbend,2469 Francis Lane,20.0,3.0,0,2.0,2.0,0,45700.0,4570.0,4570.0,36560.0,BMW,3 Series,2008.0,0,-0.8660254037844386,0.5000000000000001
310,253.0,41.0,261315.0,OH,100/300,2000.0,1312.75,0.0,471453,FEMALE,PhD,sales,dancing,other-relative,81300.0,0.0,2015-01-01,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Springfield,4671 5th Ridge,10.0,3.0,0,2.0,2.0,1,80740.0,7340.0,14680.0,58720.0,Toyota,Camry,2014.0,1,0.8660254037844387,-0.4999999999999998
311,10.0,26.0,582973.0,IN,100/300,2000.0,765.64,0.0,466191,MALE,MD,sales,base-jumping,not-in-family,0.0,-22200.0,2015-02-16,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Northbrook,6985 Maple Lane,3.0,3.0,0,0.0,3.0,0,31350.0,2850.0,5700.0,22800.0,Honda,Accord,2001.0,1,1.2246467991473532e-16,-1.0
312,158.0,33.0,278091.0,OH,100/300,2000.0,1327.41,0.0,440930,FEMALE,Associate,handlers-cleaners,skydiving,other-relative,0.0,-38600.0,2015-01-04,Single Vehicle Collision,Side Collision,Total Loss,Other,SC,Hillsdale,7791 Britain Ridge,0.0,1.0,0,0.0,0.0,0,35000.0,3500.0,7000.0,24500.0,Suburu,Legacy,2012.0,0,-2.4492935982947064e-16,1.0
313,436.0,59.0,153154.0,OH,500/1000,1000.0,1338.55,0.0,430380,MALE,PhD,protective-serv,board-games,own-child,39000.0,0.0,2015-01-12,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Hillsdale,6355 4th Hwy,10.0,3.0,0,2.0,2.0,0,68000.0,13600.0,6800.0,47600.0,Toyota,Corolla,2014.0,0,-0.8660254037844385,-0.5000000000000004
314,91.0,30.0,515217.0,IL,250/500,2000.0,1316.63,8000000.0,613178,FEMALE,Masters,machine-op-inspct,golf,unmarried,43900.0,0.0,2015-01-08,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Northbend,3495 Britain Drive,13.0,3.0,1,2.0,0.0,0,84500.0,13000.0,13000.0,58500.0,BMW,X6,2009.0,0,1.2246467991473532e-16,-1.0
315,256.0,42.0,860497.0,IL,500/1000,1000.0,1286.44,0.0,460564,FEMALE,MD,transport-moving,bungie-jumping,wife,0.0,-39500.0,2015-01-22,Single Vehicle Collision,Rear Collision,Minor Damage,Police,WV,Northbend,2980 Sky Ridge,14.0,1.0,0,2.0,1.0,0,75500.0,7550.0,15100.0,52850.0,Nissan,Ultima,1998.0,0,0.8660254037844387,-0.4999999999999998
316,274.0,46.0,351741.0,OH,500/1000,1000.0,1372.18,0.0,439929,MALE,High School,exec-managerial,bungie-jumping,not-in-family,0.0,0.0,2015-01-13,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Riverwood,5914 Oak Ave,22.0,3.0,0,1.0,3.0,0,90600.0,15100.0,15100.0,60400.0,BMW,X5,2009.0,0,0.8660254037844386,0.5000000000000001
317,275.0,45.0,403737.0,IN,500/1000,2000.0,1447.77,0.0,605756,FEMALE,Associate,adm-clerical,camping,wife,39400.0,-63900.0,2015-01-18,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,VA,Northbend,3835 5th Ave,8.0,3.0,1,1.0,1.0,0,64320.0,5360.0,10720.0,48240.0,Accura,MDX,1998.0,0,-2.4492935982947064e-16,1.0
318,1.0,33.0,162004.0,IL,250/500,500.0,903.32,0.0,451184,FEMALE,High School,transport-moving,yachting,not-in-family,0.0,0.0,2015-01-19,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Northbend,5925 Tree Hwy,1.0,3.0,0,1.0,0.0,0,31700.0,6340.0,3170.0,22190.0,Toyota,Highlander,2006.0,0,-1.0,-1.8369701987210297e-16
319,85.0,30.0,740384.0,IN,500/1000,1000.0,1454.42,0.0,459588,MALE,Associate,protective-serv,reading,other-relative,51600.0,-73900.0,2015-01-31,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,Springfield,6250 1st Ridge,19.0,1.0,1,0.0,1.0,1,74280.0,12380.0,12380.0,49520.0,Suburu,Forrestor,2006.0,1,-0.8660254037844386,0.5000000000000001
320,233.0,37.0,876714.0,IL,100/300,2000.0,1603.42,0.0,616637,FEMALE,High School,sales,video-games,wife,61600.0,-30200.0,2015-02-06,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Columbus,1346 5th Lane,17.0,1.0,1,0.0,2.0,1,80520.0,13420.0,6710.0,60390.0,Toyota,Corolla,2005.0,0,-0.5000000000000004,0.8660254037844384
321,142.0,30.0,951543.0,IN,250/500,2000.0,1616.58,0.0,447979,MALE,JD,adm-clerical,polo,husband,58500.0,-46800.0,2015-02-04,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Hillsdale,1128 Maple Lane,13.0,3.0,1,0.0,3.0,1,63600.0,6360.0,12720.0,44520.0,Dodge,RAM,2010.0,0,-0.4999999999999997,-0.8660254037844388
322,266.0,44.0,576723.0,IL,250/500,500.0,1611.83,0.0,460176,MALE,High School,handlers-cleaners,movies,husband,0.0,0.0,2015-01-02,Single Vehicle Collision,Front Collision,Total Loss,Police,WV,Riverwood,6309 Cherokee Ave,4.0,1.0,0,1.0,2.0,1,32800.0,3280.0,3280.0,26240.0,BMW,3 Series,2012.0,0,-2.4492935982947064e-16,1.0
